uid,participant_id,video_id,start_timestamp,stop_timestamp,start_action,stop_action,inactive,inactive_frame_name,action,noun,bbox_coords,contact_points,org_contact_points
824,P04,20250512T070522Z,12.92,17.32,324,434,315,P04_315_562_388_1384_1072.jpg,cut flower,strawberry,"562, 388, 1384, 1072","(253, 146), (265, 137), (232, 142), (242, 151), (254, 169), (256, 185), (255, 205), (256, 219), (266, 241), (259, 231)","(1068, 681), (1093, 662), (1026, 673), (1047, 690), (1071, 727), (1074, 759), (1073, 799), (1074, 826), (1095, 870), (1080, 850)"
825,P04,20250512T070522Z,35.36,38.48,885,963,877,P04_877_636_394_1544_1072.jpg,cut flower,strawberry,"636, 394, 1544, 1072","(156, 145), (175, 140), (162, 133), (172, 150), (178, 166), (185, 183), (192, 190), (197, 198), (200, 209), (194, 215)","(948, 684), (987, 675), (960, 660), (980, 695), (992, 726), (1006, 760), (1020, 775), (1031, 790), (1037, 813), (1024, 825)"
826,P04,20250512T070522Z,39.16,42.48,980,1063,976,P04_976_746_418_1472_1058.jpg,cut flower,strawberry,"746, 418, 1472, 1058","(80, 131), (85, 127), (90, 127), (91, 146), (98, 162), (104, 170), (110, 178), (116, 192), (121, 204), (128, 217)","(906, 681), (917, 672), (926, 672), (928, 711), (942, 742), (954, 758), (967, 775), (979, 803), (989, 826), (1002, 852)"
827,P04,20250512T070522Z,42.72,48.84,1069,1222,1068,P04_1068_670_420_1372_1064.jpg,cut flower,strawberry,"670, 420, 1372, 1064","(148, 95), (155, 90), (153, 109), (156, 122), (163, 138), (167, 157), (169, 180), (171, 199), (174, 215), (177, 227)","(966, 610), (981, 600), (976, 638), (982, 664), (996, 697), (1004, 734), (1008, 781), (1012, 818), (1018, 851), (1025, 874)"
828,P04,20250512T070522Z,49.44,54.44,1237,1362,1234,P04_1234_640_418_1286_1074.jpg,cut flower,strawberry,"640, 418, 1286, 1074","(139, 60), (146, 54), (152, 64), (151, 79), (146, 101), (148, 131), (151, 151), (155, 170), (160, 190), (164, 207)","(919, 539), (933, 526), (945, 547), (942, 577), (932, 620), (937, 680), (942, 720), (950, 758), (960, 798), (969, 832)"
829,P04,20250512T070522Z,54.96,58.64,1375,1467,1373,P04_1373_526_470_1354_1060.jpg,cut flower,strawberry,"526, 470, 1354, 1060","(178, 63), (177, 50), (199, 62), (205, 68), (192, 77), (197, 89), (203, 113), (209, 135), (212, 159), (216, 181)","(882, 596), (881, 571), (924, 595), (937, 606), (911, 625), (921, 649), (933, 696), (945, 740), (951, 789), (959, 833)"
830,P04,20250512T070522Z,67.64,72.16,1692,1805,1686,P04_1686_646_410_1434_1060.jpg,cut flower,strawberry,"646, 410, 1434, 1060","(115, 139), (124, 148), (129, 157), (114, 151), (125, 163), (143, 173), (153, 184), (162, 196), (174, 213), (159, 193)","(877, 688), (894, 706), (904, 724), (875, 712), (897, 737), (932, 757), (952, 779), (971, 803), (994, 836), (964, 797)"
831,P04,20250512T070522Z,83.52,87.88,2089,2198,2086,P04_2086_562_338_1446_1062.jpg,cut flower,strawberry,"562, 338, 1446, 1062","(176, 187), (185, 186), (175, 180), (180, 199), (183, 211), (190, 221), (196, 230), (203, 237), (205, 246), (217, 256)","(914, 712), (932, 710), (913, 698), (922, 736), (929, 761), (942, 781), (954, 799), (968, 813), (973, 830), (996, 850)"
832,P04,20250512T070522Z,114.96,117.2,2875,2931,2874,P04_2874_556_384_1474_1064.jpg,cut flower,strawberry,"556, 384, 1474, 1064","(121, 183), (110, 183), (122, 158), (127, 177), (139, 183), (155, 192), (171, 195), (180, 202), (190, 206), (174, 201)","(798, 751), (776, 750), (800, 700), (810, 739), (835, 750), (866, 768), (898, 775), (916, 788), (936, 797), (905, 786)"
833,P04,20250512T070522Z,118.04,121.32,2952,3034,2944,P04_2944_594_372_1518_1066.jpg,cut flower,strawberry,"594, 372, 1518, 1066","(98, 194), (116, 167), (111, 190), (124, 179), (125, 186), (136, 188), (148, 197), (158, 203), (168, 211), (173, 219)","(791, 761), (826, 707), (816, 752), (842, 731), (845, 745), (866, 748), (890, 767), (910, 778), (930, 794), (941, 810)"
834,P04,20250512T070522Z,121.68,126.76,3043,3170,3042,P04_3042_604_356_1558_1064.jpg,cut flower,strawberry,"604, 356, 1558, 1064","(96, 155), (107, 150), (115, 147), (139, 166), (153, 181), (160, 191), (168, 201), (180, 217), (187, 229), (182, 225)","(797, 666), (818, 656), (834, 651), (882, 689), (910, 719), (925, 738), (941, 758), (964, 791), (978, 814), (969, 807)"
835,P04,20250512T070522Z,133.12,136.36,3329,3410,3325,P04_3325_676_352_1742_1064.jpg,cut flower,strawberry,"676, 352, 1742, 1064","(152, 185), (162, 185), (159, 174), (172, 191), (183, 201), (189, 210), (198, 220), (204, 225), (215, 234), (222, 244)","(981, 723), (1000, 723), (994, 701), (1021, 734), (1043, 754), (1055, 772), (1072, 792), (1085, 802), (1107, 821), (1120, 841)"
836,P04,20250512T070522Z,141.36,144.72,3535,3619,3535,P04_3535_562_330_1388_1054.jpg,cut flower,strawberry,"562, 330, 1388, 1054","(106, 218), (113, 215), (110, 199), (100, 199), (93, 196), (124, 203), (131, 203), (147, 205), (157, 211), (166, 225)","(775, 767), (789, 761), (782, 729), (762, 728), (749, 722), (811, 737), (824, 737), (857, 740), (876, 753), (895, 780)"
837,P04,20250512T070522Z,150.12,155.96,3754,3900,3752,P04_3752_580_406_1400_1058.jpg,cut flower,strawberry,"580, 406, 1400, 1058","(159, 112), (165, 111), (177, 90), (170, 88), (135, 80), (146, 90), (152, 98), (181, 173), (186, 183), (177, 180)","(898, 630), (910, 629), (935, 587), (921, 582), (850, 566), (872, 587), (884, 602), (942, 753), (953, 773), (935, 767)"
838,P04,20250512T070522Z,166.84,170,4172,4251,4162,P04_4162_684_400_1514_1066.jpg,cut flower,strawberry,"684, 400, 1514, 1066","(94, 146), (98, 144), (105, 152), (107, 159), (112, 168), (118, 175), (122, 185), (124, 194), (126, 200), (121, 199)","(873, 693), (881, 689), (894, 705), (898, 719), (908, 736), (921, 750), (928, 770), (932, 788), (937, 800), (927, 799)"
839,P04,20250512T070522Z,170.6,174.4,4266,4361,4257,P04_4257_686_416_1596_1068.jpg,cut flower,strawberry,"686, 416, 1596, 1068","(73, 53), (89, 35), (92, 60), (100, 79), (109, 95), (118, 113), (129, 137), (137, 159), (142, 176), (146, 193)","(832, 523), (864, 486), (870, 537), (887, 574), (905, 606), (923, 642), (945, 691), (960, 735), (971, 769), (979, 802)"
840,P01,20250513T085223Z,19.24,22.44,482,562,475,P01_475_450_214_1624_1074.jpg,cut stem,strawberry,"450, 214, 1624, 1074","(253, 242), (240, 242), (220, 249), (212, 254), (207, 269), (206, 284), (207, 301), (209, 312), (228, 246), (207, 297)","(956, 698), (930, 698), (890, 712), (875, 722), (864, 752), (862, 782), (864, 816), (869, 839), (906, 707), (864, 808)"
841,P01,20250513T085223Z,23.88,28.44,598,712,566,P01_566_436_228_1664_1062.jpg,cut flower,strawberry,"436, 228, 1664, 1062","(92, 119), (113, 111), (140, 121), (166, 148), (172, 170), (183, 203), (196, 245), (209, 267), (213, 284), (219, 303)","(621, 467), (663, 451), (716, 470), (769, 524), (781, 569), (803, 635), (829, 719), (855, 763), (863, 796), (874, 834)"
842,P01,20250513T085223Z,29.36,33.64,735,842,712,P01_712_480_262_1656_1054.jpg,cut flower,strawberry,"480, 262, 1656, 1054","(90, 113), (111, 117), (95, 82), (128, 115), (150, 162), (158, 181), (172, 214), (181, 247), (195, 284), (189, 266)","(660, 489), (702, 496), (671, 427), (736, 492), (781, 586), (796, 625), (824, 691), (843, 757), (870, 831), (859, 794)"
843,P01,20250513T085223Z,34,36.04,851,902,848,P01_848_516_274_1734_1074.jpg,turn pot,strawberry,"516, 274, 1734, 1074","(173, 299), (175, 320), (175, 335), (176, 360), (176, 375), (352, 327), (343, 340), (334, 363), (329, 384), (327, 397)","(862, 872), (867, 915), (867, 945), (869, 995), (869, 1025), (1221, 928), (1202, 954), (1184, 1001), (1175, 1042), (1171, 1069)"
844,P01,20250513T085223Z,37,40.2,926,1006,924,P01_924_600_326_1622_1064.jpg,cut flower,strawberry,"600, 326, 1622, 1064","(50, 62), (70, 33), (97, 38), (71, 75), (79, 110), (85, 145), (91, 165), (98, 186), (108, 203), (119, 236)","(701, 451), (740, 392), (795, 402), (743, 477), (758, 547), (771, 617), (782, 656), (796, 699), (816, 733), (839, 798)"
845,P01,20250513T085223Z,42.36,44.08,1060,1103,1039,P01_1039_328_290_1442_1068.jpg,move pot,strawberry,"328, 290, 1442, 1068","(362, 252), (366, 269), (365, 285), (356, 298), (337, 306), (345, 328), (345, 348), (363, 297), (352, 316), (344, 313)","(1052, 795), (1061, 828), (1059, 861), (1041, 887), (1003, 902), (1018, 946), (1018, 987), (1055, 885), (1033, 922), (1016, 916)"
846,P01,20250513T085223Z,49.28,53.56,1233,1340,1206,P01_1206_440_150_1350_1066.jpg,cut flower,strawberry,"440, 150, 1350, 1066","(67, 219), (91, 216), (110, 223), (127, 227), (140, 240), (148, 270), (154, 294), (162, 320), (169, 348), (161, 346)","(575, 589), (623, 582), (661, 596), (694, 604), (720, 630), (736, 691), (749, 738), (765, 791), (778, 847), (763, 842)"
847,P01,20250513T085223Z,53.96,57.52,1350,1439,1349,P01_1349_310_152_1474_1066.jpg,cut stem,strawberry,"310, 152, 1474, 1066","(189, 209), (206, 212), (214, 225), (232, 239), (243, 264), (253, 286), (263, 313), (268, 330), (269, 354), (263, 343)","(689, 571), (722, 576), (739, 603), (775, 631), (797, 681), (816, 724), (836, 778), (847, 813), (849, 861), (837, 839)"
848,P01,20250513T085223Z,58.56,63.12,1465,1579,1453,P01_1453_476_118_1468_1048.jpg,cut flower,strawberry,"476, 118, 1468, 1048","(225, 63), (291, 56), (249, 90), (266, 128), (265, 185), (252, 231), (246, 267), (243, 295), (230, 313), (220, 344)","(927, 245), (1059, 231), (974, 298), (1008, 374), (1007, 488), (981, 581), (968, 653), (962, 708), (937, 744), (916, 806)"
849,P01,20250513T085223Z,64,68.6,1601,1716,1594,P01_1594_484_282_1492_1058.jpg,cut flower,strawberry,"484, 282, 1492, 1058","(101, 89), (101, 71), (112, 71), (130, 99), (139, 131), (148, 158), (156, 181), (169, 219), (179, 249), (186, 277)","(687, 461), (686, 425), (708, 424), (744, 481), (763, 544), (780, 598), (797, 645), (822, 720), (843, 780), (857, 836)"
850,P01,20250513T085223Z,75.64,78.8,1892,1971,1883,P01_1883_196_178_1534_1056.jpg,cut flower,strawberry,"196, 178, 1534, 1056","(197, 278), (206, 260), (223, 265), (241, 274), (255, 280), (264, 291), (271, 304), (280, 322), (286, 338), (289, 354)","(591, 735), (609, 698), (643, 708), (679, 727), (706, 738), (724, 761), (739, 787), (757, 823), (768, 854), (774, 886)"
851,P01,20250513T085223Z,84.08,88.64,2103,2217,2086,P01_2086_304_208_1816_1062.jpg,cut flower,strawberry,"304, 208, 1816, 1062","(77, 134), (84, 111), (100, 130), (120, 149), (139, 172), (166, 208), (192, 234), (213, 253), (230, 272), (240, 294)","(458, 476), (472, 430), (505, 468), (544, 506), (582, 552), (637, 625), (689, 676), (730, 715), (765, 753), (785, 797)"
852,P01,20250513T085223Z,94.84,99.2,2372,2481,2331,P01_2331_210_156_1368_1070.jpg,cut flower,strawberry,"210, 156, 1368, 1070","(208, 144), (205, 162), (222, 205), (234, 225), (251, 255), (265, 277), (280, 302), (295, 326), (305, 362), (296, 339)","(627, 445), (620, 480), (655, 567), (679, 606), (713, 667), (740, 711), (770, 761), (801, 809), (821, 880), (802, 834)"
853,P01,20250513T085223Z,99.84,104.32,2497,2609,2494,P01_2494_340_216_1396_1074.jpg,cut flower,strawberry,"340, 216, 1396, 1074","(58, 71), (91, 64), (83, 81), (92, 113), (112, 147), (122, 167), (148, 189), (174, 207), (203, 231), (234, 278)","(456, 359), (523, 344), (507, 378), (524, 443), (565, 511), (585, 551), (637, 594), (689, 630), (747, 679), (809, 773)"
854,P01,20250513T085223Z,116.04,120.8,2902,3021,2720,P01_2720_376_256_1474_1074.jpg,cut flower,strawberry,"376, 256, 1474, 1074","(145, 52), (134, 59), (131, 75), (150, 193), (168, 219), (185, 241), (203, 274), (215, 294), (233, 310), (250, 320)","(666, 360), (645, 374), (639, 407), (677, 642), (712, 695), (746, 739), (782, 804), (807, 845), (843, 877), (876, 896)"
855,P01,20250513T085223Z,131.8,136.96,3296,3425,3293,P01_3293_498_54_1390_1068.jpg,cut flower,strawberry,"498, 54, 1390, 1068","(111, 45), (183, 93), (122, 118), (142, 156), (166, 130), (131, 224), (130, 292), (141, 344), (159, 386), (174, 420)","(720, 144), (864, 241), (742, 290), (782, 367), (830, 315), (761, 502), (759, 639), (781, 743), (816, 827), (846, 895)"
856,P01,20250513T085223Z,137.84,141.88,3447,3548,3438,P01_3438_480_44_1396_1072.jpg,cut flower,strawberry,"480, 44, 1396, 1072","(204, 134), (196, 197), (241, 142), (214, 202), (231, 257), (240, 296), (249, 327), (255, 362), (254, 394), (253, 429)","(888, 312), (873, 439), (962, 329), (908, 449), (943, 559), (961, 637), (978, 698), (990, 769), (988, 832), (987, 902)"
857,P01,20250513T085223Z,142.52,145.4,3564,3636,3559,P01_3559_484_108_1376_1078.jpg,cut stem,strawberry,"484, 108, 1376, 1078","(162, 284), (161, 299), (165, 312), (169, 325), (172, 332), (174, 343), (177, 355), (179, 370), (181, 379), (179, 387)","(809, 677), (807, 707), (814, 733), (823, 758), (828, 772), (833, 794), (838, 819), (842, 848), (847, 867), (843, 882)"
858,P01,20250513T085223Z,150.4,154.48,3761,3863,3637,P01_3637_480_60_1462_1074.jpg,cut flower,strawberry,"480, 60, 1462, 1074","(395, 29), (410, 11), (429, 24), (409, 56), (397, 76), (384, 137), (359, 193), (339, 254), (309, 323), (267, 392)","(1270, 118), (1300, 82), (1339, 108), (1298, 172), (1275, 213), (1249, 334), (1199, 446), (1158, 568), (1098, 707), (1014, 844)"
859,P03,20250512T073627Z,3.52,6.28,89,158,23,P03_23_566_264_1404_958.jpg,cut leafs,strawberry,"566, 264, 1404, 958","(148, 186), (135, 195), (142, 213), (158, 201), (188, 206), (207, 224), (198, 197), (216, 217), (163, 156), (186, 176)","(863, 637), (836, 654), (851, 690), (883, 666), (942, 676), (981, 712), (963, 659), (998, 698), (893, 577), (939, 617)"
860,P03,20250512T073627Z,6.4,11.96,161,300,159,P03_159_592_224_1402_902.jpg,cut leafs,strawberry,"592, 224, 1402, 902","(96, 161), (110, 153), (122, 148), (132, 154), (140, 168), (151, 178), (162, 192), (168, 198), (175, 208), (180, 226)","(784, 547), (813, 531), (836, 521), (856, 532), (872, 561), (895, 581), (916, 608), (928, 620), (942, 640), (953, 676)"
861,P03,20250512T073627Z,12.04,18.4,302,461,301,P03_301_650_200_1436_946.jpg,cut leafs,strawberry,"650, 200, 1436, 946","(161, 221), (178, 230), (191, 227), (166, 208), (179, 218), (158, 205), (171, 200), (178, 202), (185, 210), (189, 221)","(973, 642), (1006, 660), (1032, 655), (982, 617), (1008, 636), (966, 611), (993, 600), (1007, 604), (1020, 621), (1028, 642)"
862,P03,20250512T073627Z,22.28,26.2,558,656,556,P03_556_626_226_1594_992.jpg,cut leafs,strawberry,"626, 226, 1594, 992","(223, 196), (197, 212), (185, 241), (195, 259), (210, 274), (157, 234), (171, 234), (222, 235), (214, 232), (188, 229)","(1072, 618), (1021, 650), (997, 709), (1017, 745), (1046, 774), (940, 695), (968, 694), (1071, 696), (1055, 691), (1002, 685)"
863,P03,20250512T073627Z,26.28,31.2,658,781,657,P03_657_662_168_1594_968.jpg,cut leafs,strawberry,"662, 168, 1594, 968","(21, 188), (36, 165), (52, 164), (70, 179), (89, 188), (105, 197), (127, 202), (140, 205), (159, 208), (166, 209)","(705, 545), (734, 498), (767, 496), (803, 526), (840, 545), (872, 562), (916, 573), (943, 579), (981, 584), (995, 587)"
864,P03,20250512T073627Z,44.4,48.16,1111,1205,1057,P03_1057_680_242_1528_970.jpg,cut leafs,strawberry,"680, 242, 1528, 970","(95, 202), (96, 223), (88, 244), (83, 212), (74, 231), (105, 192), (116, 186), (125, 191), (135, 203), (142, 213)","(870, 646), (873, 688), (857, 730), (846, 666), (829, 704), (891, 626), (912, 614), (930, 624), (950, 649), (964, 668)"
865,P03,20250512T073627Z,49.04,52.2,1227,1306,1224,P03_1224_674_228_1620_1024.jpg,cut flower,strawberry,"674, 228, 1620, 1024","(46, 262), (60, 247), (69, 240), (80, 241), (92, 242), (107, 238), (121, 235), (135, 238), (142, 239), (152, 241)","(766, 752), (794, 723), (813, 708), (834, 710), (858, 712), (889, 705), (917, 698), (944, 704), (959, 707), (979, 710)"
866,P03,20250512T073627Z,52.72,57.68,1319,1443,1317,P03_1317_738_258_1642_1006.jpg,cut flower,strawberry,"738, 258, 1642, 1006","(71, 173), (64, 202), (85, 209), (91, 182), (104, 165), (138, 167), (110, 184), (121, 198), (132, 211), (145, 232)","(880, 605), (867, 662), (909, 677), (920, 623), (947, 589), (1015, 593), (958, 627), (981, 655), (1003, 680), (1028, 723)"
867,P03,20250512T073627Z,58.32,63.04,1459,1577,1459,P03_1459_712_262_1662_974.jpg,cut leafs,strawberry,"712, 262, 1662, 974","(52, 151), (62, 121), (75, 92), (83, 116), (97, 137), (105, 145), (119, 156), (137, 175), (147, 189), (157, 209)","(816, 565), (836, 504), (862, 447), (878, 495), (906, 536), (922, 553), (951, 574), (987, 612), (1006, 641), (1026, 681)"
868,P03,20250512T073627Z,75.28,79.16,1883,1980,1791,P03_1791_720_198_1680_968.jpg,cut leafs,strawberry,"720, 198, 1680, 968","(129, 172), (112, 183), (110, 206), (129, 189), (128, 218), (147, 171), (159, 184), (170, 196), (188, 224), (194, 242)","(979, 543), (945, 564), (941, 610), (978, 577), (977, 635), (1014, 540), (1038, 567), (1061, 591), (1096, 647), (1109, 682)"
869,P03,20250512T073627Z,79.76,84.28,1995,2108,1990,P03_1990_634_214_1644_982.jpg,cut leafs,strawberry,"634, 214, 1644, 982","(67, 179), (81, 175), (97, 171), (114, 179), (128, 194), (143, 202), (156, 212), (167, 219), (179, 232), (192, 245)","(769, 572), (796, 565), (828, 556), (862, 572), (890, 602), (920, 619), (947, 639), (968, 652), (993, 679), (1018, 704)"
870,P03,20250512T073627Z,89.4,93.88,2236,2348,2234,P03_2234_632_144_1608_930.jpg,cut leafs,strawberry,"632, 144, 1608, 930","(125, 278), (142, 259), (153, 264), (130, 241), (164, 247), (191, 245), (209, 242), (249, 251), (262, 261), (271, 271)","(883, 700), (916, 662), (939, 672), (892, 627), (961, 638), (1014, 635), (1050, 628), (1130, 646), (1156, 666), (1175, 686)"
871,P03,20250512T073627Z,104.96,108.84,2625,2722,2589,P03_2589_708_274_1658_1038.jpg,cut leafs,strawberry,"708, 274, 1658, 1038","(46, 142), (77, 151), (106, 135), (95, 172), (115, 174), (127, 174), (142, 197), (154, 203), (167, 210), (178, 217)","(800, 559), (863, 576), (921, 545), (899, 619), (938, 623), (962, 623), (993, 668), (1016, 680), (1042, 694), (1065, 708)"
872,P03,20250512T073627Z,115.48,119.56,2888,2990,2859,P03_2859_724_282_1502_1002.jpg,cut leafs,strawberry,"724, 282, 1502, 1002","(56, 147), (86, 150), (119, 150), (101, 156), (104, 175), (113, 192), (132, 195), (150, 202), (168, 215), (181, 230)","(837, 576), (896, 582), (963, 582), (926, 595), (932, 632), (951, 666), (989, 672), (1025, 686), (1061, 712), (1086, 743)"
873,P03,20250512T073627Z,120.48,124.56,3013,3115,3001,P03_3001_760_290_1512_964.jpg,cut leafs,strawberry,"760, 290, 1512, 964","(202, 174), (223, 194), (267, 210), (228, 166), (256, 182), (193, 191), (186, 195), (178, 205), (171, 209), (166, 216)","(1164, 639), (1206, 678), (1295, 711), (1217, 622), (1272, 654), (1147, 673), (1133, 681), (1117, 700), (1103, 708), (1092, 723)"
874,P03,20250512T073627Z,130.16,134.08,3255,3353,3245,P03_3245_576_262_1404_996.jpg,cut leafs,strawberry,"576, 262, 1404, 996","(181, 171), (162, 183), (168, 203), (200, 209), (221, 203), (197, 178), (221, 220), (225, 231), (232, 238), (224, 227)","(939, 605), (901, 629), (912, 669), (977, 680), (1019, 668), (971, 619), (1019, 702), (1027, 724), (1040, 739), (1025, 717)"
875,P03,20250512T073627Z,136.12,139.04,3404,3477,3387,P03_3387_654_282_1444_964.jpg,cut flower,strawberry,"654, 282, 1444, 964","(125, 72), (160, 88), (196, 71), (164, 104), (174, 119), (182, 137), (190, 156), (198, 173), (203, 187), (207, 204)","(904, 427), (974, 458), (1047, 424), (982, 491), (1003, 521), (1018, 557), (1034, 595), (1051, 629), (1061, 657), (1068, 691)"
876,P03,20250512T073627Z,140.24,142.6,3507,3566,3507,P03_3507_752_268_1424_986.jpg,cut leafs,strawberry,"752, 268, 1424, 986","(24, 91), (44, 99), (64, 84), (62, 107), (77, 117), (92, 128), (105, 144), (114, 161), (126, 180), (136, 193)","(800, 450), (840, 466), (880, 436), (877, 483), (906, 502), (936, 524), (962, 557), (981, 591), (1004, 629), (1025, 654)"
